model_id,l1_mean,l1_var,l1_skew,l1_kurtosis,l1_l2_norm,l1_max_amp,l2_mean,l2_var,l2_skew,l2_kurtosis,l2_l2_norm,l2_max_amp,l3_mean,l3_var,l3_skew,l3_kurtosis,l3_l2_norm,l3_max_amp,quality_class
model_0338,-0.0010341228,0.0008300845,0.0152447345,3.7504954,12.915724,0.31322673,0.0040760064,0.0030212859,-0.081496775,2.2846785,9.977267,0.35175285,-0.010973146,0.011345485,-0.54299855,-0.11410308,3.830972,0.37994468,labs
model_0339,0.0033599804,0.0056714555,-1.1637204,8.5743,33.772015,0.78940284,-0.041555036,0.017294282,-0.006469341,0.21495605,24.965649,0.4809055,0.0001604855,0.16627276,0.14070143,-1.4019581,14.588665,0.9124338,labs
model_0340,0.00045640074,0.000734937,-0.3292894,10.139205,12.146871,0.3153797,0.00016715773,0.0037297495,0.038345657,0.65729713,11.055195,0.29063758,-0.012937367,0.0965803,-0.084728606,-1.4246212,11.128209,0.6553718,labs
model_0341,0.00014053163,0.0018929031,0.0018759484,0.9946034,19.49146,0.2207979,0.0006717694,0.0073745195,-0.00016465057,-0.8710015,15.545515,0.22742997,-0.005725007,0.016765475,-0.05244598,-1.4676356,4.636999,0.23027496,vidējs
model_0342,0.00062452484,0.000102507416,-2.2276387,67.75996,4.544432,0.20497729,-0.01749802,0.004392799,-3.6363358,16.745378,12.408712,0.6845134,0.0064774365,0.020950591,0.24538273,0.6154008,5.183673,0.51414645,slikts
model_0343,-3.3541426e-05,0.00047972985,-0.010735433,-0.8024223,9.812438,0.098432325,0.0028428263,0.0016362143,0.08508704,-0.77970624,7.3403196,0.13684118,-0.001565126,0.011679734,0.055311855,-0.9397843,3.866936,0.2485754,vidējs
model_0344,0.0022843194,0.0021661154,-0.47897878,4.2251554,20.875708,0.51157033,-0.013241831,0.009644277,0.10306881,0.362895,17.937933,0.49689284,0.00072037184,0.16209646,-0.20538406,-0.9859209,14.404309,1.0397524,labs
model_0345,0.004610129,0.0001232122,1.7117051,14.79744,5.384681,0.151488,-0.0052505992,0.0008301856,-4.9802194,91.818985,5.301594,0.84007406,3.756415e-05,0.0029874588,-0.06635905,2.9694138,1.9554921,0.25103876,slikts
model_0346,-0.00128565,0.00067339814,0.04575505,0.16521215,11.639821,0.17601252,0.002951713,0.002044004,-0.03653328,-0.21941614,8.2014265,0.2288041,-0.0071875094,0.005670958,-0.13135912,-1.0182441,2.7064648,0.24224512,labs
model_0347,0.00035498862,0.00070204114,-0.1568838,10.1426525,11.871296,0.3237932,-0.0003976891,0.0036592279,0.0011426661,1.0403905,10.950377,0.3304624,3.1047686e-05,0.10231072,0.11163533,-1.0245016,11.443675,0.8724824,labs
model_0348,0.008288561,0.010935947,-2.52001,75.14667,46.996536,2.9026055,-0.035193816,0.037072904,0.45569524,43.39946,35.4315,3.2230606,-0.0023977745,0.13131593,0.16287054,0.2988448,12.965019,1.1362646,vidējs
model_0349,1.3709017e-05,0.00041726118,-0.6648253,7.2023315,9.15128,0.24461804,0.0033516344,0.0012868489,0.13909893,0.944494,6.5219293,0.18670784,-0.00097041874,0.026145944,0.0031026003,-0.8873451,5.785155,0.42187893,labs
model_0350,-6.929348e-05,0.00047457105,0.0013856483,-0.8641455,9.759575,0.09217664,0.0027461913,0.0015735794,0.07658005,-0.84395266,7.197928,0.13300402,-5.067829e-05,0.010014413,0.14665936,-0.8257897,3.5802865,0.26019695,vidējs
model_0351,0.00083289196,0.0018922294,-0.10431258,9.551036,19.491453,0.47995123,0.003104318,0.0033583078,-0.17728257,4.2203736,10.505275,0.37064824,-0.01686361,0.014942607,-0.62398267,0.76375175,4.41481,0.49716043,labs
model_0352,2.727953e-05,0.0004184105,0.00088913983,-1.195144,9.163884,0.039391503,-0.0011340014,0.0012784316,0.008440761,-1.1990664,6.4756308,0.066399895,0.0011049019,0.0019259017,-0.035873167,-1.1608992,1.5705785,0.089712374,slikts
model_0353,0.004408372,0.001137329,-1.4254494,24.638756,15.237025,0.59099865,-0.0008707962,0.0043525537,-0.0413137,6.801839,11.943588,0.46778435,-0.0066288137,0.099251315,0.008876154,-1.0871081,11.273772,0.8788718,vidējs
model_0354,0.00013392864,0.0007299926,-0.2975544,1.3836927,12.104381,0.1896583,0.003601515,0.0031174144,-0.09175788,0.34432006,10.128004,0.25564873,-0.019579235,0.011991957,-0.16936387,-1.2902296,3.9799984,0.27091464,labs
model_0355,-0.0006146171,0.00043891717,0.001068698,-1.1390858,9.389794,0.062736124,0.0010982712,0.0013708298,0.030863024,-1.1203842,6.7051377,0.103434496,0.0014772646,0.004590302,0.004653251,-0.6736083,2.424537,0.2033165,slikts
model_0356,9.2990966e-05,0.00042413708,-0.0045329854,-1.1979802,9.22647,0.035802472,0.0001378474,0.0013014555,-0.00026985814,-1.1995316,6.5304456,0.06263125,-0.0011396547,0.0025863945,0.008694452,-1.1943333,1.8199581,0.09198648,slikts
model_0357,-0.0023298778,0.0004551596,0.054239646,-0.2784624,9.614666,0.092845164,0.0028413509,0.0013473158,-0.013173971,-0.36647725,6.664337,0.124997675,-0.0030880522,0.004138557,-0.09069134,-0.8916609,2.304248,0.1435409,vidējs
model_0358,0.0049417336,0.018980654,-0.9561627,6.7712526,61.76077,1.4314439,-0.078400135,0.04780422,-0.22293197,0.25726175,42.045925,0.97152275,-0.00079565495,0.39202332,-0.08427848,-1.2720482,22.400684,1.4281431,labs
model_0359,0.0047601443,0.0271205,-0.30528465,25.082672,73.80879,2.5764148,-0.0044555264,0.018770823,-0.98184264,10.656317,24.813963,1.3307331,-0.14074378,0.03344643,-0.7024364,-0.08841729,8.256313,0.8110194,labs
model_0360,0.00013981508,0.0005429578,-0.0030357968,-0.5055313,10.4392395,0.10265482,-0.0013920043,0.0022095374,0.008081968,-0.61221504,8.512674,0.15959026,-0.0002734769,0.025956249,-0.095430925,-0.21274066,5.7640347,0.51729,slikts
model_0361,-0.0005393875,0.00044716158,0.013137689,-0.62015367,9.476576,0.08255048,0.0039442056,0.0013810417,0.036240034,-0.76398396,6.76489,0.1045205,-0.0042301165,0.0040011434,-0.042688113,-1.1589236,2.2681198,0.13427745,vidējs
model_0362,-1.3866953e-06,0.00048712603,-0.0016393476,-0.86778617,9.887775,0.08401283,0.00011511345,0.001761287,-0.006368622,-0.8447151,7.5969915,0.13116254,0.00020681667,0.015028736,-0.066069104,-0.42242002,4.3859816,0.35472077,slikts
model_0363,0.037079662,0.012935111,-3.47988,60.606197,53.591763,2.4414284,-0.026200041,0.010102675,-2.2778237,11.616092,18.802603,1.0358015,-0.010703533,0.017834455,-1.1100851,2.4148846,4.793198,0.7982001,vidējs
model_0364,-0.0001887655,0.0005440257,-0.037885066,-0.29004884,10.449654,0.1134357,0.0048774965,0.0019018437,0.0060979896,-0.51191235,7.943498,0.15017274,-0.010003604,0.005971584,-0.15458745,-1.1777953,2.7877805,0.17858416,vidējs
model_0365,-7.126993e-05,0.00042464296,0.00077867793,-1.1956179,9.231931,0.040158503,0.00021475577,0.0013076053,-0.0009029334,-1.2033236,6.545924,0.06767625,0.0019331649,0.0026450176,-0.04887932,-1.1684835,1.8413055,0.0988921,slikts
model_0366,-0.00025970853,0.00047238913,-0.000648252,-0.8953295,9.737758,0.08869976,0.0022351681,0.0015747977,0.053008746,-0.89253545,7.1949067,0.14503865,0.0007901812,0.010083006,0.05905036,-0.67150044,3.5926378,0.28108367,vidējs
model_0367,0.43786967,0.14798066,-2.0621872,2.9689002,261.11542,2.574956,-0.15570837,0.23426309,0.5401675,-1.251429,92.03693,1.1301596,0.19868335,0.30298948,-0.839191,1.3115263,20.93692,2.645051,slikts
model_0368,-0.0005720565,0.0005395115,0.0048420816,-0.32864118,10.409024,0.110689,0.0038033389,0.0016552984,-0.014915675,-0.60108256,7.396946,0.15013215,-0.002794983,0.0046645617,-0.08091064,-1.1999694,2.4455345,0.14039135,vidējs
model_0369,0.027064202,0.3594369,-0.091559365,-1.9820168,268.8632,0.87961537,-0.10469471,0.35383546,0.3099368,-1.8502133,109.33275,1.0747778,0.05352702,0.1959922,-0.24736762,-1.2207022,15.954228,0.82722527,slikts
model_0370,5.1470586e-05,0.0014089037,-0.030298157,1.3569245,16.815859,0.20934325,0.0015166227,0.0072077597,0.0072508063,-0.5953698,15.370728,0.24568401,-0.017512672,0.018915422,-0.21396314,-1.3394588,4.960273,0.2945579,vidējs
model_0371,0.012727806,0.0029418946,0.50175196,37.58556,24.959208,1.1044395,-0.005974659,0.004485834,-0.905961,17.427406,12.172161,0.74232364,0.0030509369,0.01312225,-0.2746949,2.371993,4.0998044,0.6519951,vidējs
model_0372,0.06029453,0.034207758,0.63545805,95.04857,87.15088,5.3055425,-0.0061758114,0.0023977049,-4.2285485,53.15972,8.93408,0.97479206,-0.056314964,0.04790144,-0.6987529,1.1841073,8.085369,1.154099,slikts
model_0373,0.0075902427,0.026843034,-0.7000889,6.320776,73.47834,1.4688286,-0.039489273,0.065891586,-0.09672946,1.2287459,47.01313,1.2270032,-0.11383046,0.1334535,-0.5560804,-0.9682269,13.689628,1.187774,labs
model_0374,0.0017118036,0.0013146838,-0.20373939,2.247398,16.261929,0.3049268,-0.010496935,0.0060023963,0.019605186,0.07624674,14.152635,0.33152136,-8.19806e-05,0.10218449,-0.25286618,-0.9039085,11.436615,0.9366516,vidējs
model_0375,4.883867e-05,0.0014922625,-0.0545963,3.1832886,17.306168,0.34625146,0.0003333767,0.007101212,-0.008226855,0.28837633,15.254382,0.41455388,0.0008903049,0.17742386,-0.057809528,-0.9513223,15.069956,1.0781962,labs
model_0376,0.47705722,0.14041965,-2.2957344,4.007387,271.77142,1.3560982,-0.119582415,0.28312567,0.41450587,-1.5693794,98.72204,1.0025201,0.33322608,0.22559436,-0.6866835,-0.4142778,20.757925,1.3820845,slikts
model_0377,0.01557074,0.0039687864,1.495266,5.432249,29.072546,0.398116,-0.049191736,0.05155658,-0.8633594,4.608577,42.0559,1.297245,0.01024849,0.04020771,-0.005173408,0.54455924,7.183336,0.77446926,slikts
model_0378,0.0033945607,0.0049518943,-0.6660916,5.1385965,31.562277,0.68501574,-0.04260792,0.01708011,0.024703389,0.25251698,24.88311,0.5828064,0.0002484314,0.18911627,-0.14117713,-1.1696334,15.558564,1.1271318,labs
model_0379,-0.00035793558,0.0006078955,-0.018663764,0.506727,11.046841,0.14485367,0.0040520392,0.0018951638,-0.027916802,-0.13003659,7.914464,0.18110442,-0.010701673,0.006201445,-0.15644191,-1.0687019,2.8433156,0.19356106,labs
model_0380,0.0002619996,0.0008328587,-0.12423477,2.6588058,12.929493,0.17274873,-0.0007337121,0.0047566905,-0.015529755,-0.6171112,12.485386,0.20208593,-0.009748736,0.014452085,-0.10631771,-1.3729889,4.3151264,0.23755608,vidējs
model_0381,0.00016606611,0.00043215428,-0.45043477,2.174324,9.313464,0.169483,0.0037435202,0.0016157487,0.21009187,0.2052083,7.307809,0.17084081,0.000641941,0.025573546,-0.064035736,-1.2057327,5.7214217,0.43524995,labs
model_0382,0.0009746276,0.0018525735,-0.10338962,1.9194775,19.287544,0.2832761,-0.00065759546,0.009479046,0.0117486045,-0.11210728,17.624516,0.3778928,-0.02975079,0.02734515,-0.33721083,-1.1651376,6.0112176,0.43155715,vidējs
model_0383,0.014475899,0.011324671,-4.072943,124.785835,48.11403,3.9231899,-0.010779668,0.009973335,-1.4480903,14.143915,18.18279,1.1716604,-0.0041855723,0.01826502,-0.4212989,1.7994542,4.8375254,0.6267555,vidējs
model_0384,-9.334279e-05,0.0004498446,-0.026629401,-0.50214005,9.501964,0.120124474,0.0027654588,0.0016251921,0.068024896,-0.5776148,7.3147044,0.16737886,-0.00031066366,0.01566746,0.014612743,-0.574425,4.4782224,0.3804445,labs
model_0385,0.0055668135,0.01620003,-0.49926558,5.8955593,57.07564,1.1401964,-0.017780934,0.04706263,0.041083083,1.4083829,39.401882,1.2406075,-0.084667124,0.15309086,-0.5309713,-0.985085,14.322431,1.1806203,labs
model_0386,0.0016955549,0.004306159,-1.3123994,9.265237,29.408161,0.7886913,-0.016190218,0.006324957,-0.30669165,0.46095634,14.691679,0.36288282,-0.0018408183,0.03516821,-0.2316688,-1.2443986,6.709668,0.50502765,labs
model_0387,-5.9630973e-05,0.00043485808,-0.0027263053,-1.1465297,9.342295,0.04218568,-0.0011903476,0.0013173246,0.0196515,-1.182401,6.5736227,0.06718139,-0.0018094819,0.0025879773,0.08379124,-1.2453948,1.821209,0.09105024,slikts
model_0388,0.010445821,0.027816018,-0.87157005,16.966698,74.864426,2.091091,-0.05935787,0.11248694,-0.65779936,5.8559713,61.6557,2.4221268,-0.034422446,0.07210513,-0.23493904,-0.90191364,9.685621,0.8907146,vidējs
model_0389,-0.00018868796,0.00045341128,-0.0007712982,-0.7867129,9.539843,0.09697886,0.0029324107,0.0015700604,0.06219456,-0.7947743,7.192323,0.15053989,-0.0014852316,0.011997104,-0.00902131,-0.7150326,3.919071,0.29630694,vidējs
model_0390,-0.00072633947,0.13546243,-0.56783706,15.555109,164.8877,4.362915,-0.31830645,0.8372797,-1.9313829,6.0621357,175.3739,6.287187,0.6325815,2.306493,0.19427997,0.3102033,58.86013,6.205609,slikts
model_0391,0.0008691437,0.0024505062,-0.01354392,3.8595533,22.180574,0.41073313,-0.0013605717,0.008841373,-0.006197723,0.42728615,17.022772,0.49166214,-0.00059664063,0.2001634,-3.32345e-05,-0.787961,16.006548,1.0990627,labs
model_0392,0.2844924,0.8013026,2.0884027,12.781729,420.7955,13.220804,-0.14899904,0.44081125,-4.1741757,17.96787,123.174576,6.3309546,1.3280331,4.3719788,0.35783666,-0.010859013,88.62073,8.5529585,slikts
model_0393,2.5593154e-05,0.00042466645,-0.0011957937,-1.1966072,9.232139,0.03702542,-6.597616e-05,0.0012888853,0.000906101,-1.1930841,6.498795,0.06398815,-0.00011276677,0.002511778,0.012871003,-1.1679047,1.7930677,0.10342708,slikts
model_0394,-7.687866e-07,0.0005266756,-0.00074125634,-0.57873344,10.281337,0.11060994,4.894813e-05,0.0021105516,-0.010755878,-0.62390995,8.316167,0.1599761,-0.0017230302,0.026155699,-0.055624183,-0.20801401,5.7864575,0.5678297,slikts
model_0395,0.0001398668,0.0005362329,-0.08459282,-0.3515587,10.3743925,0.13986577,0.0036967588,0.0019146017,0.10705209,-0.53544474,7.9489284,0.15940224,-0.0003628321,0.018194646,-0.013534603,-1.1303108,4.8259006,0.33238763,vidējs
model_0396,0.006640363,0.018419478,-0.6524232,5.5047293,60.874554,1.1797725,-0.04336636,0.054097608,-0.18572412,1.0658574,42.82867,1.1401962,-0.09846089,0.12880218,-0.44473225,-1.0982963,13.314497,1.0299318,labs
model_0397,0.014813283,0.0030021798,0.5265549,36.880074,25.428139,1.1982415,-0.004667321,0.0024407008,-1.8795795,30.74899,8.9828,0.7155493,-0.0026805305,0.012615852,-0.5388897,5.038604,4.0196376,0.6150949,slikts
model_0398,6.136779e-05,0.00042634382,-0.004259809,-1.2026443,9.250387,0.036184847,-0.00026888849,0.0013042393,-0.0006724634,-1.2022167,6.5375595,0.06281647,-0.0010944458,0.0026472812,0.054137867,-1.2170696,1.8412097,0.088875584,slikts
model_0399,6.7795736e-05,0.000426433,-0.003739892,-1.1970985,9.251364,0.04044196,-0.0002288898,0.0013166822,-0.00867792,-1.2161807,6.5686193,0.06646942,0.0008328425,0.002416681,-0.05194364,-1.107246,1.7590451,0.10020399,slikts
model_0400,5.845761e-05,0.00042672415,-0.001619893,-1.1873847,9.254507,0.04285522,-0.0012409664,0.0013185546,-0.0052421754,-1.1930163,6.5769944,0.06967342,-0.0010521491,0.0016546806,-0.019220466,-1.0162826,1.4558188,0.090620525,slikts
model_0401,-0.0001067378,0.00042549951,0.005793901,-1.200074,9.241308,0.035848394,5.8509504e-05,0.0012954228,6.586042e-05,-1.1972771,6.5152526,0.062710695,-0.0010686067,0.0025190979,0.0051640077,-1.1764451,1.7960811,0.0952105,slikts
model_0402,0.000103101636,0.00042475955,-0.0076774233,-1.1965985,9.233258,0.040707815,-1.2740318e-05,0.0012978241,0.005792569,-1.1946253,6.52128,0.065593675,-0.001546371,0.0026187794,0.059460104,-1.1778919,1.8316928,0.092589036,slikts
model_0403,-0.00015987514,0.00042529366,0.0039506005,-1.1946285,9.239224,0.04026662,0.00035006632,0.00130563,-0.009614962,-1.200111,6.5411696,0.06610921,-5.414536e-05,0.0025523044,-0.009518352,-1.1300884,1.8074715,0.09655709,slikts
model_0404,0.001131222,0.0015547709,-0.055831607,1.8330569,17.672165,0.2360058,-0.0028413602,0.006566546,0.0072281845,-0.35314536,14.677775,0.2513987,-0.025622416,0.019208841,-0.43780562,-1.09004,5.0425835,0.37149352,vidējs
model_0405,0.0018708588,0.0014741839,-0.30862382,3.0102305,17.221407,0.33761463,-0.010854398,0.0068160975,0.08265751,0.19989634,15.073504,0.3541985,-0.0015854344,0.11939633,-0.14082778,-1.0269204,12.362464,0.8527603,labs
model_0406,1.5757165e-05,0.00064795744,-0.11536076,0.013515711,11.403846,0.14134836,0.0048833545,0.0022641213,-0.02527448,-0.44085145,8.658646,0.17118533,-0.0074320054,0.0067606186,-0.16139287,-1.2686514,2.9536915,0.17775741,labs
model_0407,0.00015931927,0.0012280273,0.019787729,0.9738138,15.699522,0.16006306,0.0009609695,0.004878571,0.008554044,-0.6375613,12.644812,0.19306019,-0.013942709,0.010371991,-0.15224272,-1.2325557,3.6776326,0.22329208,vidējs
model_0408,-0.012355323,0.03389885,-1.1283559,24.670452,82.6697,2.2124622,-0.28993744,0.48212913,-2.1780405,7.045452,136.20941,6.870961,0.22975309,0.31081012,-0.2970097,6.186452,21.573215,3.0943854,slikts
model_0409,4.5588207e-05,0.0004248418,-0.002455295,-1.1986214,9.234058,0.037877806,-0.00023397602,0.0012910329,0.0055575594,-1.1914613,6.5043335,0.06516818,-0.0005412955,0.00243235,-0.017796945,-1.1491652,1.7645916,0.0942542,slikts
model_0410,0.0003494338,0.0011837692,-0.27361813,2.337419,15.41466,0.25978568,0.003813599,0.0049507497,-0.16768995,0.85833025,12.755497,0.35899085,-0.031919487,0.019510463,-0.4345068,-0.8556373,5.126161,0.40046826,labs
model_0411,0.0011360539,0.0008310805,-0.79327774,7.997246,12.925173,0.31336892,-0.0034109056,0.004273175,0.085417226,0.42820406,11.849246,0.3113146,-0.03220455,0.0734972,-0.249633,-1.3617613,9.767494,0.6208062,labs
model_0412,0.00087975437,0.0010208804,-0.50853366,2.859221,14.319569,0.29023445,-0.0006237405,0.0025616297,0.080507584,0.09690738,9.162545,0.22886354,0.0014576865,0.028252006,-0.10752643,-1.1194513,6.0137577,0.42954075,labs
model_0413,0.00723825,0.026317181,-0.79708016,6.719433,72.74941,1.4274462,-0.035534915,0.064014405,-0.12985271,1.3385682,46.24934,1.3636346,-0.10398428,0.10644014,-0.6498945,-0.74805784,12.250864,1.202718,labs
model_0414,0.03654359,0.0206357,-5.147387,92.71196,66.405525,3.866084,-0.032364152,0.014875271,-4.4222145,34.506035,22.841963,1.9773163,-0.0035480862,0.019012898,-1.5728841,5.644845,4.934838,1.0067184,vidējs
model_0415,9.1581844e-17,8.281749e-32,,,1.3529649e-13,5.73366e-15,-5.995942e-17,1.164254e-31,,,6.271229e-14,1.1471845e-14,6.161183e-18,1.0280456e-30,1.0,,3.627598e-14,7.834583e-15,slikts
model_0416,0.00010177665,0.00042443594,-0.0038411398,-1.2001193,9.229735,0.03579759,1.5706712e-05,0.0013013361,-0.002889758,-1.198188,6.530099,0.06266985,-0.0043441765,0.0026108888,0.06915009,-1.1777167,1.8346916,0.0908921,slikts
model_0417,0.014558855,0.05705199,-0.041783065,18.40132,107.20582,3.4200585,-0.018001813,0.037196156,-1.0033888,6.185362,35.063694,1.8395424,-0.23600955,0.07851108,-1.4572655,4.893012,13.106901,2.1857927,labs
model_0418,0.0016019678,0.001317451,-0.5927172,4.6103654,16.276752,0.3478517,-0.00021087774,0.0030728243,-0.16541187,1.205791,10.034528,0.27184457,-0.019488225,0.01164967,-0.33470824,-1.0812281,3.9239914,0.3074734,labs
model_0419,0.0005494199,0.0011700257,-0.62921876,4.2274876,15.326097,0.294403,0.0014616234,0.0037222086,-0.09940364,1.1873903,11.047141,0.29779541,-0.04143619,0.017601078,-0.4027609,-1.0101624,4.972634,0.41456822,labs
model_0420,0.0017884288,0.008249489,-0.13326508,4.017193,40.698235,0.68850714,-0.00017418026,0.026051875,0.054889522,0.6722183,29.217611,0.8645001,-0.038059942,0.062994026,-0.22842917,-1.2513436,9.082209,0.5908911,labs
model_0421,-0.0011393544,0.00047033184,0.0080460245,-0.9502125,9.729235,0.09303071,0.0017728437,0.0015792453,0.038513582,-0.9364686,7.2008123,0.13181579,0.0012853962,0.00979311,0.025458014,-0.39057255,3.5408044,0.31133696,vidējs
model_0422,0.0001147409,0.0006796051,-0.06199402,3.1527963,11.679129,0.19647256,0.0002250046,0.0045351707,-0.02055734,-0.5267396,12.190575,0.21621826,-0.009671412,0.03238981,-0.09788419,-1.5455093,6.4481535,0.3256408,vidējs
model_0423,0.0018393587,0.0015027829,-0.28496268,2.6142373,17.386591,0.35714445,-0.011306347,0.006728451,0.07191783,0.12305188,14.988888,0.36210322,-0.0018832528,0.11534283,-0.15077004,-0.97054815,12.150858,1.0235592,labs
model_0424,0.03904847,0.059269857,-4.873403,104.85318,110.461426,6.527238,-0.032405805,0.020053295,-6.3889284,68.30559,26.296717,2.8468125,0.017826524,0.038804512,-1.3386183,5.015628,7.0764785,1.3019103,slikts
model_0425,0.0044864486,0.025171733,-1.344528,22.041706,71.1063,2.3166668,-0.021351978,0.018594222,-1.4832152,5.079831,24.984686,0.87381256,-0.18475172,0.017102484,-0.60519284,0.39785767,8.09825,0.7762757,labs
model_0426,0.002724976,0.005638698,-2.1017277,21.630827,33.66298,1.0916368,-0.009523714,0.0061605587,-0.7229676,2.9907966,14.312277,0.4326317,-0.034083843,0.009732455,-0.44311622,-0.8007736,3.7342377,0.33025724,labs
model_0427,0.00023551055,0.0009594048,-0.018249933,0.98926973,13.876867,0.19348845,-0.00092917983,0.00451847,-0.0011198852,-0.1750722,12.169202,0.26782128,0.0004283511,0.10231297,-0.022691362,-0.68836117,11.443812,0.9780469,vidējs
model_0428,6.221046e-05,0.00073828176,-0.030056043,2.237001,12.172791,0.15554127,0.0008558934,0.004014508,-0.00040309248,-0.5784588,11.470457,0.1895128,-0.013484821,0.010036329,-0.17380631,-1.1783867,3.6165252,0.22230245,vidējs
model_0429,-0.00031321443,0.00066393963,-0.0406817,0.21486115,11.544479,0.1687575,0.0047097066,0.0022642084,-0.06837946,-0.28866482,8.655658,0.19131736,-0.008989052,0.0066936268,-0.13779348,-1.1633298,2.9447021,0.20218676,labs
model_0430,0.0037324508,0.015262447,-1.2174144,26.9242,55.371834,1.9034294,-0.0061007547,0.061528992,-0.025899537,7.3546257,44.91549,1.9950122,-0.10277317,0.20856285,-0.39606273,-0.7751126,16.747543,1.4037452,labs
model_0431,-0.0011245264,0.00046435272,-6.772954e-05,-0.966763,9.667019,0.08566945,0.0016164945,0.0015384583,0.044593446,-0.94976854,7.106182,0.12250337,0.0017481111,0.009023247,0.13839248,-0.44641685,3.3990688,0.3121987,vidējs
model_0432,-0.0008926092,0.0004371585,0.0042832084,-1.1298033,9.375465,0.067696586,0.0013478308,0.00138391,0.008420778,-1.1310863,6.7385077,0.1013463,0.0021020046,0.0050827623,-0.008582233,-0.70666647,2.551782,0.19147146,vidējs
model_0433,-0.00038594115,0.00042696449,-0.0006715494,-1.1843798,9.258693,0.04695476,0.00065516634,0.0013191495,-0.0069833323,-1.1935593,6.5757093,0.07393254,-0.0009731492,0.0031207087,0.04089561,-1.1403935,1.9989296,0.12853026,slikts
model_0434,-0.000107933614,0.0004240556,0.004325932,-1.1967614,9.225614,0.035772726,0.00017540321,0.0012978346,-0.0072691254,-1.1986325,6.5213842,0.06275767,0.00013816818,0.0024891575,-0.007660522,-1.1716392,1.7849778,0.0898464,slikts
model_0435,-0.0011307562,0.000469958,0.0054723737,-0.9347851,9.725177,0.09407837,0.0018177822,0.0015785104,0.050406106,-0.91124344,7.1995077,0.12848026,-0.0012451814,0.009902282,0.18432269,-0.4035027,3.5604644,0.27541,vidējs
model_0436,0.0002038322,0.0008348127,-0.39904705,2.2254124,12.94444,0.21139604,0.0028117434,0.0037471438,-0.10479556,0.9112606,11.092586,0.26508194,-0.026392031,0.015787253,-0.31937605,-1.1025922,4.5933924,0.38764668,labs
model_0437,0.4411029,0.19709401,0.97394794,3.1336012,280.37265,2.8416085,-0.07489061,0.13416702,-0.21415874,3.9697838,67.67693,2.5144014,0.55796367,0.69755816,1.5819392,5.5019665,35.935616,6.0973506,slikts
model_0438,-7.555788e-05,0.00055546296,-0.011573116,-0.6441941,10.558634,0.064428516,-0.0005662175,0.0016100977,-0.006366331,-1.0017073,7.2643085,0.087342635,-2.9670307e-06,0.0030396357,0.013181379,-1.1845409,1.9724942,0.103405446,slikts
model_0439,-7.113606e-05,0.00042557422,0.007292786,-1.1964875,9.242047,0.038153827,-0.0007591428,0.0013023043,0.009165618,-1.1955702,6.5339723,0.06452325,0.00069463823,0.0021029077,0.013281346,-1.1534129,1.640835,0.088973574,slikts
model_0440,-5.454141e-05,0.00044687002,-0.15287492,0.7103543,9.470438,0.21295749,0.0032870835,0.001632633,0.11176632,-0.0971005,7.3384047,0.1882143,-0.00064762373,0.020516526,-0.037804462,-0.68105006,5.124616,0.37464166,labs
model_0441,0.00068027596,0.001579576,-0.5231929,4.521197,17.807863,0.39609924,-0.00033410086,0.0038884818,-0.053989474,0.68399596,11.288109,0.28991234,-0.0014219317,0.058468353,-0.15450287,-0.7962878,8.651133,0.65746886,labs
model_0442,0.0002874706,0.0012979566,-0.00050955644,0.9954002,16.140684,0.16814175,0.0004174349,0.0051250793,-0.014046803,-0.6459427,12.959332,0.19176234,-0.011396582,0.011264234,-0.17183179,-1.2446136,3.8189616,0.21890832,vidējs
model_0443,9.518439e-05,0.00043165046,-0.33815286,33.36292,9.307803,0.39871562,0.0008695896,0.0011713192,0.30663112,15.882946,6.197297,0.3443274,-4.7935174e-07,0.023769354,0.71986973,1.8075342,5.515866,0.69555604,labs
model_0444,-0.0019943502,0.0006808429,0.041873507,0.2738738,11.723743,0.17759633,0.0033307383,0.0021946023,-0.106151834,0.4487574,8.501544,0.26962906,-0.009700326,0.0065402477,-0.30835322,-0.60616827,2.9140968,0.2954191,labs
model_0445,0.0073762354,0.0059189578,0.3488205,3.2281322,34.62481,0.6019952,-0.08550064,0.048627343,-1.6291546,7.921131,42.81316,1.8640811,0.004021921,0.053658426,-0.05036018,1.0900841,8.288757,1.0570095,slikts
model_0446,0.00076888833,0.001463485,-0.09829092,3.0799599,17.141933,0.40922877,-0.0023584869,0.005746765,0.007023437,0.38100767,13.729248,0.44439647,0.0010938689,0.13525458,0.10751945,-0.8264785,13.157788,0.9431987,labs
model_0447,0.00071319565,6.9156636e-06,1.7803837,78.4037,1.2206916,0.07167185,-0.00072084786,0.00018156547,-140.39317,22606.164,2.4426548,2.2207067,-1.1351192e-05,0.00010008053,1.1057104,72.206406,0.35791513,0.14749189,slikts
model_0448,-0.0003265109,0.0006669492,-0.059677444,0.6733663,11.5706835,0.22997686,0.0024931268,0.0025116412,0.036289446,0.13058257,9.083233,0.273447,0.0004281309,0.032597642,-0.034023754,0.22688079,6.459506,0.6388764,labs
model_0449,1.1791582e-05,0.00042521628,0.0019106867,-1.1966708,9.238106,0.036385152,-0.00041374343,0.0013038547,0.015224916,-1.1996459,6.536844,0.06354442,-0.00031849896,0.002625589,0.016425394,-1.2281269,1.8332714,0.088748164,slikts
